Perioden;Regio's;Gemiddelde verkoopprijs (euro)
2002;Noordenveld;183442
2003;Noordenveld;202713
2004;Noordenveld;203860
2005;Noordenveld;229465
2006;Noordenveld;244295
2007;Noordenveld;257657
2008;Noordenveld;253721
2009;Noordenveld;220119
2010;Noordenveld;230310
2011;Noordenveld;229618
2012;Noordenveld;222436
2013;Noordenveld;197553
2014;Noordenveld;200765
2015;Noordenveld;216791
2016;Noordenveld;220858
2017;Noordenveld;246318
2018;Noordenveld;266956
2019;Noordenveld;292763
2020;Noordenveld;304166
2021;Noordenveld;355463
2022;Noordenveld;402944
2023;Noordenveld;395191
2024;Noordenveld;463471
1995;Noorder-Koggenland;91779
1996;Noorder-Koggenland;108103
1997;Noorder-Koggenland;115249
1998;Noorder-Koggenland;136064
1999;Noorder-Koggenland;156846
2000;Noorder-Koggenland;192831
2001;Noorder-Koggenland;202753
2002;Noorder-Koggenland;221914
2003;Noorder-Koggenland;220497
2004;Noorder-Koggenland;246551
2005;Noorder-Koggenland;259983
2006;Noorder-Koggenland;243012
2007;Noorder-Koggenland;
2008;Noorder-Koggenland;
2009;Noorder-Koggenland;
2010;Noorder-Koggenland;
2011;Noorder-Koggenland;
2012;Noorder-Koggenland;
2013;Noorder-Koggenland;
2014;Noorder-Koggenland;
2015;Noorder-Koggenland;
2016;Noorder-Koggenland;
2017;Noorder-Koggenland;
2018;Noorder-Koggenland;
2019;Noorder-Koggenland;
2020;Noorder-Koggenland;
2021;Noorder-Koggenland;
2022;Noorder-Koggenland;
2023;Noorder-Koggenland;
2024;Noorder-Koggenland;
1995;Noordoostpolder;81498
1996;Noordoostpolder;104777
1997;Noordoostpolder;84446
1998;Noordoostpolder;104200
1999;Noordoostpolder;111314
2000;Noordoostpolder;135489
2001;Noordoostpolder;152146
2002;Noordoostpolder;164704
2003;Noordoostpolder;177071
2004;Noordoostpolder;178292
2005;Noordoostpolder;188041
2006;Noordoostpolder;195909
2007;Noordoostpolder;208593
2008;Noordoostpolder;206608
2009;Noordoostpolder;193731
2010;Noordoostpolder;190344
2011;Noordoostpolder;193360
2012;Noordoostpolder;179941
2013;Noordoostpolder;169806
2014;Noordoostpolder;189571
2015;Noordoostpolder;180321
2016;Noordoostpolder;196777
2017;Noordoostpolder;209773
2018;Noordoostpolder;224277
2019;Noordoostpolder;226690
2020;Noordoostpolder;252108
2021;Noordoostpolder;286031
2022;Noordoostpolder;335010
2023;Noordoostpolder;330982
2024;Noordoostpolder;343446
1995;Noordwijk;129237
1996;Noordwijk;149646
1997;Noordwijk;156378
1998;Noordwijk;194922
1999;Noordwijk;225608
2000;Noordwijk;250209
2001;Noordwijk;285673
2002;Noordwijk;283475
2003;Noordwijk;334259
2004;Noordwijk;317486
2005;Noordwijk;350747
2006;Noordwijk;362660
2007;Noordwijk;382455
2008;Noordwijk;384677
2009;Noordwijk;347037
2010;Noordwijk;331777
2011;Noordwijk;338469
2012;Noordwijk;312705
2013;Noordwijk;324932
2014;Noordwijk;307240
2015;Noordwijk;308135
2016;Noordwijk;339556
2017;Noordwijk;410789
2018;Noordwijk;398162
2019;Noordwijk;385030
2020;Noordwijk;443969
2021;Noordwijk;528958
2022;Noordwijk;566407
2023;Noordwijk;558030
2024;Noordwijk;593042
1995;Noordwijkerhout;117840
1996;Noordwijkerhout;137511
1997;Noordwijkerhout;143766
1998;Noordwijkerhout;165535
1999;Noordwijkerhout;195084
2000;Noordwijkerhout;221075
2001;Noordwijkerhout;237164
2002;Noordwijkerhout;275972
2003;Noordwijkerhout;251928
2004;Noordwijkerhout;284206
2005;Noordwijkerhout;276614
2006;Noordwijkerhout;276694
2007;Noordwijkerhout;298194
2008;Noordwijkerhout;306259
2009;Noordwijkerhout;266058
2010;Noordwijkerhout;226898
2011;Noordwijkerhout;248422
2012;Noordwijkerhout;247781
2013;Noordwijkerhout;240436
2014;Noordwijkerhout;243065
2015;Noordwijkerhout;239673
2016;Noordwijkerhout;265119
2017;Noordwijkerhout;261200
2018;Noordwijkerhout;302045
2019;Noordwijkerhout;
2020;Noordwijkerhout;
2021;Noordwijkerhout;
2022;Noordwijkerhout;
2023;Noordwijkerhout;
2024;Noordwijkerhout;
1995;Nootdorp;109794
1996;Nootdorp;112672
1997;Nootdorp;158394
1998;Nootdorp;165612
1999;Nootdorp;211387
2000;Nootdorp;170258
2001;Nootdorp;245342
2002;Nootdorp;
2003;Nootdorp;
2004;Nootdorp;
2005;Nootdorp;
2006;Nootdorp;
2007;Nootdorp;
2008;Nootdorp;
2009;Nootdorp;
2010;Nootdorp;
2011;Nootdorp;
2012;Nootdorp;
2013;Nootdorp;
2014;Nootdorp;
2015;Nootdorp;
2016;Nootdorp;
2017;Nootdorp;
2018;Nootdorp;
2019;Nootdorp;
2020;Nootdorp;
2021;Nootdorp;
2022;Nootdorp;
2023;Nootdorp;
2024;Nootdorp;
1995;Norg;95887
1996;Norg;72858
1997;Norg;102878
1998;Norg;
1999;Norg;
2000;Norg;
2001;Norg;
2002;Norg;
2003;Norg;
2004;Norg;
2005;Norg;
2006;Norg;
2007;Norg;
2008;Norg;
2009;Norg;
2010;Norg;
2011;Norg;
2012;Norg;
2013;Norg;
2014;Norg;
2015;Norg;
2016;Norg;
2017;Norg;
2018;Norg;
2019;Norg;
2020;Norg;
2021;Norg;
2022;Norg;
2023;Norg;
2024;Norg;
1995;Nuenen, Gerwen en Nederwetten;122175
1996;Nuenen, Gerwen en Nederwetten;145298
1997;Nuenen, Gerwen en Nederwetten;150543
1998;Nuenen, Gerwen en Nederwetten;175202
1999;Nuenen, Gerwen en Nederwetten;192759
2000;Nuenen, Gerwen en Nederwetten;244262
2001;Nuenen, Gerwen en Nederwetten;273067
2002;Nuenen, Gerwen en Nederwetten;274050
2003;Nuenen, Gerwen en Nederwetten;290408
2004;Nuenen, Gerwen en Nederwetten;283261
2005;Nuenen, Gerwen en Nederwetten;319274
2006;Nuenen, Gerwen en Nederwetten;318736
2007;Nuenen, Gerwen en Nederwetten;345952
2008;Nuenen, Gerwen en Nederwetten;364674
2009;Nuenen, Gerwen en Nederwetten;339511
2010;Nuenen, Gerwen en Nederwetten;325541
2011;Nuenen, Gerwen en Nederwetten;325095
2012;Nuenen, Gerwen en Nederwetten;305401
2013;Nuenen, Gerwen en Nederwetten;302982
2014;Nuenen, Gerwen en Nederwetten;283678
2015;Nuenen, Gerwen en Nederwetten;294295
2016;Nuenen, Gerwen en Nederwetten;316527
2017;Nuenen, Gerwen en Nederwetten;326890
2018;Nuenen, Gerwen en Nederwetten;360082
2019;Nuenen, Gerwen en Nederwetten;375525
2020;Nuenen, Gerwen en Nederwetten;410545
2021;Nuenen, Gerwen en Nederwetten;470174
2022;Nuenen, Gerwen en Nederwetten;531586
2023;Nuenen, Gerwen en Nederwetten;507646
2024;Nuenen, Gerwen en Nederwetten;567419
1995;Nunspeet;111298
1996;Nunspeet;131126
1997;Nunspeet;145649
1998;Nunspeet;181646
1999;Nunspeet;202353
2000;Nunspeet;226370
2001;Nunspeet;252399
2002;Nunspeet;262625
2003;Nunspeet;269075
2004;Nunspeet;270405
2005;Nunspeet;271300
2006;Nunspeet;295195
2007;Nunspeet;316966
2008;Nunspeet;307428
2009;Nunspeet;263881
2010;Nunspeet;279407
2011;Nunspeet;281575
2012;Nunspeet;261307
2013;Nunspeet;249971
2014;Nunspeet;258163
2015;Nunspeet;251396
2016;Nunspeet;274498
2017;Nunspeet;299288
2018;Nunspeet;304854
2019;Nunspeet;326608
2020;Nunspeet;359883
2021;Nunspeet;424288
2022;Nunspeet;473810
2023;Nunspeet;466618
2024;Nunspeet;492417
1995;Nuth;112939
1996;Nuth;103918
1997;Nuth;133514
1998;Nuth;137374
1999;Nuth;161371
2000;Nuth;167535
2001;Nuth;187432
2002;Nuth;189581
2003;Nuth;199001
2004;Nuth;201610
2005;Nuth;203532
2006;Nuth;219899
2007;Nuth;219245
2008;Nuth;211644
2009;Nuth;212715
2010;Nuth;218527
2011;Nuth;209017
2012;Nuth;200836
2013;Nuth;173827
2014;Nuth;180917
2015;Nuth;186710
2016;Nuth;201424
2017;Nuth;224598
2018;Nuth;244024
2019;Nuth;
2020;Nuth;
2021;Nuth;
2022;Nuth;
2023;Nuth;
2024;Nuth;
1995;Obdam;94553
1996;Obdam;116800
1997;Obdam;123105
1998;Obdam;128245
1999;Obdam;145393
2000;Obdam;170774
2001;Obdam;167807
2002;Obdam;216564
2003;Obdam;224406
2004;Obdam;203276
2005;Obdam;238520
2006;Obdam;242845
2007;Obdam;
2008;Obdam;
2009;Obdam;
2010;Obdam;
2011;Obdam;
2012;Obdam;
2013;Obdam;
2014;Obdam;
2015;Obdam;
2016;Obdam;
2017;Obdam;
2018;Obdam;
2019;Obdam;
2020;Obdam;
2021;Obdam;
2022;Obdam;
2023;Obdam;
2024;Obdam;
1995;Odoorn;80848
1996;Odoorn;96722
1997;Odoorn;114558
1998;Odoorn;
1999;Odoorn;
2000;Odoorn;
2001;Odoorn;
2002;Odoorn;
2003;Odoorn;
2004;Odoorn;
2005;Odoorn;
2006;Odoorn;
2007;Odoorn;
2008;Odoorn;
2009;Odoorn;
2010;Odoorn;
2011;Odoorn;
2012;Odoorn;
2013;Odoorn;
2014;Odoorn;
2015;Odoorn;
2016;Odoorn;
2017;Odoorn;
2018;Odoorn;
2019;Odoorn;
2020;Odoorn;
2021;Odoorn;
2022;Odoorn;
2023;Odoorn;
2024;Odoorn;
1995;Oegstgeest;127688
1996;Oegstgeest;136266
1997;Oegstgeest;159971
1998;Oegstgeest;186667
1999;Oegstgeest;200789
2000;Oegstgeest;242088
2001;Oegstgeest;263332
2002;Oegstgeest;276871
2003;Oegstgeest;292164
2004;Oegstgeest;293703
2005;Oegstgeest;320896
2006;Oegstgeest;314064
2007;Oegstgeest;359073
2008;Oegstgeest;360379
2009;Oegstgeest;332798
2010;Oegstgeest;374051
2011;Oegstgeest;366425
2012;Oegstgeest;294490
2013;Oegstgeest;329344
2014;Oegstgeest;297103
2015;Oegstgeest;333292
2016;Oegstgeest;319480
2017;Oegstgeest;372085
2018;Oegstgeest;405153
2019;Oegstgeest;432400
2020;Oegstgeest;497333
2021;Oegstgeest;575022
2022;Oegstgeest;585559
2023;Oegstgeest;554888
2024;Oegstgeest;614503
1995;Oirschot;96914
1996;Oirschot;123840
1997;Oirschot;150764
1998;Oirschot;161739
1999;Oirschot;196415
2000;Oirschot;199387
2001;Oirschot;268931
2002;Oirschot;288650
2003;Oirschot;285383
2004;Oirschot;265696
2005;Oirschot;298399
2006;Oirschot;316072
2007;Oirschot;329388
2008;Oirschot;346425
2009;Oirschot;346533
2010;Oirschot;351861
2011;Oirschot;321456
2012;Oirschot;276480
2013;Oirschot;283206
2014;Oirschot;316610
2015;Oirschot;283272
2016;Oirschot;288247
2017;Oirschot;307055
2018;Oirschot;351543
2019;Oirschot;366307
2020;Oirschot;394923
2021;Oirschot;463075
2022;Oirschot;490202
2023;Oirschot;445409
2024;Oirschot;501069
1995;Oisterwijk;148581
1996;Oisterwijk;158368
1997;Oisterwijk;170255
1998;Oisterwijk;183109
1999;Oisterwijk;235678
2000;Oisterwijk;264278
2001;Oisterwijk;296133
2002;Oisterwijk;322036
2003;Oisterwijk;310630
2004;Oisterwijk;342837
2005;Oisterwijk;333050
2006;Oisterwijk;365816
2007;Oisterwijk;415361
2008;Oisterwijk;406129
2009;Oisterwijk;339268
2010;Oisterwijk;327788
2011;Oisterwijk;404672
2012;Oisterwijk;314192
2013;Oisterwijk;285741
2014;Oisterwijk;305466
2015;Oisterwijk;318301
2016;Oisterwijk;323114
2017;Oisterwijk;368484
2018;Oisterwijk;374067
2019;Oisterwijk;415795
2020;Oisterwijk;407840
2021;Oisterwijk;540545
2022;Oisterwijk;562483
2023;Oisterwijk;548465
2024;Oisterwijk;545220
1995;Oldambt;
1996;Oldambt;
1997;Oldambt;
1998;Oldambt;
1999;Oldambt;
2000;Oldambt;
2001;Oldambt;
2002;Oldambt;
2003;Oldambt;
2004;Oldambt;
2005;Oldambt;
2006;Oldambt;
2007;Oldambt;
2008;Oldambt;
2009;Oldambt;
2010;Oldambt;139329
2011;Oldambt;141277
2012;Oldambt;139971
2013;Oldambt;130819
2014;Oldambt;128129
2015;Oldambt;135221
2016;Oldambt;142918
2017;Oldambt;151636
2018;Oldambt;161415
2019;Oldambt;175832
2020;Oldambt;199615
2021;Oldambt;260104
2022;Oldambt;280220
2023;Oldambt;265561
2024;Oldambt;296230
1995;Oldebroek;103528
1996;Oldebroek;116142
1997;Oldebroek;102651
1998;Oldebroek;138509
1999;Oldebroek;169307
2000;Oldebroek;222056
2001;Oldebroek;229334
2002;Oldebroek;243109
2003;Oldebroek;220453
2004;Oldebroek;241926
2005;Oldebroek;255503
2006;Oldebroek;272026
2007;Oldebroek;295612
2008;Oldebroek;289504
2009;Oldebroek;279762
2010;Oldebroek;266251
2011;Oldebroek;241357
2012;Oldebroek;254058
2013;Oldebroek;226937
2014;Oldebroek;222774
2015;Oldebroek;230653
2016;Oldebroek;243165
2017;Oldebroek;271842
2018;Oldebroek;281339
2019;Oldebroek;284316
2020;Oldebroek;319878
2021;Oldebroek;349353
2022;Oldebroek;408678
2023;Oldebroek;404930
2024;Oldebroek;456021
1995;Oldenzaal;90244
1996;Oldenzaal;85894
1997;Oldenzaal;107707
1998;Oldenzaal;114852
1999;Oldenzaal;133147
2000;Oldenzaal;167915
2001;Oldenzaal;183446
2002;Oldenzaal;193134
2003;Oldenzaal;196473
2004;Oldenzaal;215984
2005;Oldenzaal;227744
2006;Oldenzaal;227839
2007;Oldenzaal;234249
2008;Oldenzaal;243543
2009;Oldenzaal;238996
2010;Oldenzaal;220528
2011;Oldenzaal;240597
2012;Oldenzaal;228743
2013;Oldenzaal;208080
2014;Oldenzaal;215446
2015;Oldenzaal;218998
2016;Oldenzaal;220721
2017;Oldenzaal;243961
2018;Oldenzaal;257515
2019;Oldenzaal;274515
2020;Oldenzaal;291320
2021;Oldenzaal;325273
2022;Oldenzaal;376000
2023;Oldenzaal;352349
2024;Oldenzaal;395790
1995;Olst;97037
1996;Olst;114895
1997;Olst;118104
1998;Olst;129299
1999;Olst;175972
2000;Olst;180045
2001;Olst;189552
2002;Olst;185723
2003;Olst;
2004;Olst;
2005;Olst;
2006;Olst;
2007;Olst;
2008;Olst;
2009;Olst;
2010;Olst;
2011;Olst;
2012;Olst;
2013;Olst;
2014;Olst;
2015;Olst;
2016;Olst;
2017;Olst;
2018;Olst;
2019;Olst;
2020;Olst;
2021;Olst;
2022;Olst;
2023;Olst;
2024;Olst;
1995;Olst-Wijhe;
1996;Olst-Wijhe;
1997;Olst-Wijhe;
1998;Olst-Wijhe;
1999;Olst-Wijhe;
2000;Olst-Wijhe;
2001;Olst-Wijhe;
2002;Olst-Wijhe;216104
2003;Olst-Wijhe;221436
2004;Olst-Wijhe;233552
2005;Olst-Wijhe;221600
2006;Olst-Wijhe;248051
2007;Olst-Wijhe;262149
2008;Olst-Wijhe;221576
2009;Olst-Wijhe;241287
2010;Olst-Wijhe;254328
2011;Olst-Wijhe;193914
2012;Olst-Wijhe;220586
2013;Olst-Wijhe;222335
2014;Olst-Wijhe;219032
2015;Olst-Wijhe;205798
2016;Olst-Wijhe;217719
2017;Olst-Wijhe;250595
2018;Olst-Wijhe;258905
2019;Olst-Wijhe;307782
2020;Olst-Wijhe;317881
2021;Olst-Wijhe;351981
2022;Olst-Wijhe;397782
2023;Olst-Wijhe;392170
2024;Olst-Wijhe;464723
1995;Ommen;113761
1996;Ommen;111237
1997;Ommen;107213
1998;Ommen;142791
1999;Ommen;163304
2000;Ommen;194815
2001;Ommen;226784
2002;Ommen;165862
2003;Ommen;215063
2004;Ommen;213575
2005;Ommen;204690
2006;Ommen;232493
2007;Ommen;242064
2008;Ommen;242985
2009;Ommen;271422
2010;Ommen;260336
2011;Ommen;251895
2012;Ommen;236084
2013;Ommen;207064
2014;Ommen;216529
2015;Ommen;218577
2016;Ommen;214130
2017;Ommen;254228
2018;Ommen;276911
2019;Ommen;277235
2020;Ommen;317571
2021;Ommen;378619
2022;Ommen;422265
2023;Ommen;414665
2024;Ommen;472998
1995;Onderbanken;88037
1996;Onderbanken;99090
1997;Onderbanken;113069
1998;Onderbanken;130075
1999;Onderbanken;144338
2000;Onderbanken;157753
2001;Onderbanken;149721
2002;Onderbanken;174040
2003;Onderbanken;151991
2004;Onderbanken;175769
2005;Onderbanken;181607
2006;Onderbanken;186405
2007;Onderbanken;188379
2008;Onderbanken;207266
2009;Onderbanken;177453
2010;Onderbanken;176183
2011;Onderbanken;180201
2012;Onderbanken;177922
2013;Onderbanken;155398
2014;Onderbanken;188246
2015;Onderbanken;161945
2016;Onderbanken;182802
2017;Onderbanken;217879
2018;Onderbanken;228964
2019;Onderbanken;
2020;Onderbanken;
2021;Onderbanken;
2022;Onderbanken;
2023;Onderbanken;
2024;Onderbanken;
1995;Oost Gelre;
1996;Oost Gelre;
1997;Oost Gelre;
1998;Oost Gelre;
1999;Oost Gelre;
2000;Oost Gelre;
2001;Oost Gelre;
2002;Oost Gelre;
2003;Oost Gelre;
2004;Oost Gelre;
2005;Oost Gelre;
2006;Oost Gelre;215947
2007;Oost Gelre;203808
2008;Oost Gelre;203205
2009;Oost Gelre;200697
2010;Oost Gelre;208624
2011;Oost Gelre;209007
2012;Oost Gelre;189852
2013;Oost Gelre;190022
2014;Oost Gelre;187188
2015;Oost Gelre;193098
2016;Oost Gelre;205581
2017;Oost Gelre;210451
2018;Oost Gelre;226093
2019;Oost Gelre;258210
2020;Oost Gelre;268196
2021;Oost Gelre;313307
2022;Oost Gelre;342865
2023;Oost Gelre;335834
2024;Oost Gelre;380942
1995;Oost-, West- en Middelbeers;91952
1996;Oost-, West- en Middelbeers;151640
1997;Oost-, West- en Middelbeers;
1998;Oost-, West- en Middelbeers;
1999;Oost-, West- en Middelbeers;
2000;Oost-, West- en Middelbeers;
2001;Oost-, West- en Middelbeers;
2002;Oost-, West- en Middelbeers;
2003;Oost-, West- en Middelbeers;
2004;Oost-, West- en Middelbeers;
2005;Oost-, West- en Middelbeers;
2006;Oost-, West- en Middelbeers;
2007;Oost-, West- en Middelbeers;
2008;Oost-, West- en Middelbeers;
2009;Oost-, West- en Middelbeers;
2010;Oost-, West- en Middelbeers;
2011;Oost-, West- en Middelbeers;
2012;Oost-, West- en Middelbeers;
2013;Oost-, West- en Middelbeers;
2014;Oost-, West- en Middelbeers;
2015;Oost-, West- en Middelbeers;
2016;Oost-, West- en Middelbeers;
2017;Oost-, West- en Middelbeers;
2018;Oost-, West- en Middelbeers;
2019;Oost-, West- en Middelbeers;
2020;Oost-, West- en Middelbeers;
2021;Oost-, West- en Middelbeers;
2022;Oost-, West- en Middelbeers;
2023;Oost-, West- en Middelbeers;
2024;Oost-, West- en Middelbeers;
1995;Oostburg;66833
1996;Oostburg;74934
1997;Oostburg;73023
1998;Oostburg;76040
1999;Oostburg;94341
2000;Oostburg;96703
2001;Oostburg;116435
2002;Oostburg;126742
2003;Oostburg;
2004;Oostburg;
2005;Oostburg;
2006;Oostburg;
2007;Oostburg;
2008;Oostburg;
2009;Oostburg;
2010;Oostburg;
2011;Oostburg;
2012;Oostburg;
2013;Oostburg;
2014;Oostburg;
2015;Oostburg;
2016;Oostburg;
2017;Oostburg;
2018;Oostburg;
2019;Oostburg;
2020;Oostburg;
2021;Oostburg;
2022;Oostburg;
2023;Oostburg;
2024;Oostburg;
1995;Oosterhesselen;75126
1996;Oosterhesselen;92122
1997;Oosterhesselen;117894
1998;Oosterhesselen;
1999;Oosterhesselen;
2000;Oosterhesselen;
2001;Oosterhesselen;
2002;Oosterhesselen;
2003;Oosterhesselen;
2004;Oosterhesselen;
2005;Oosterhesselen;
2006;Oosterhesselen;
2007;Oosterhesselen;
2008;Oosterhesselen;
2009;Oosterhesselen;
2010;Oosterhesselen;
2011;Oosterhesselen;
2012;Oosterhesselen;
2013;Oosterhesselen;
2014;Oosterhesselen;
2015;Oosterhesselen;
2016;Oosterhesselen;
2017;Oosterhesselen;
2018;Oosterhesselen;
2019;Oosterhesselen;
2020;Oosterhesselen;
2021;Oosterhesselen;
2022;Oosterhesselen;
2023;Oosterhesselen;
2024;Oosterhesselen;
1995;Oosterhout;108383
1996;Oosterhout;116009
1997;Oosterhout;123319
1998;Oosterhout;132632
1999;Oosterhout;144315
2000;Oosterhout;181054
2001;Oosterhout;217983
2002;Oosterhout;222024
2003;Oosterhout;227209
2004;Oosterhout;218200
2005;Oosterhout;240026
2006;Oosterhout;261872
2007;Oosterhout;262962
2008;Oosterhout;287381
2009;Oosterhout;254011
2010;Oosterhout;248611
2011;Oosterhout;253182
2012;Oosterhout;239092
2013;Oosterhout;207014
2014;Oosterhout;219822
2015;Oosterhout;228123
2016;Oosterhout;240008
2017;Oosterhout;254946
2018;Oosterhout;279230
2019;Oosterhout;307380
2020;Oosterhout;295149
2021;Oosterhout;372134
2022;Oosterhout;405578
2023;Oosterhout;383798
2024;Oosterhout;437746
1995;Oostflakkee;76816
1996;Oostflakkee;93411
1997;Oostflakkee;110780
1998;Oostflakkee;103401
1999;Oostflakkee;123161
2000;Oostflakkee;133835
2001;Oostflakkee;164968
2002;Oostflakkee;166998
2003;Oostflakkee;170027
2004;Oostflakkee;183562
2005;Oostflakkee;216099
2006;Oostflakkee;202667
2007;Oostflakkee;221389
2008;Oostflakkee;251044
2009;Oostflakkee;228031
2010;Oostflakkee;218723
2011;Oostflakkee;189066
2012;Oostflakkee;217773
2013;Oostflakkee;
2014;Oostflakkee;
2015;Oostflakkee;
2016;Oostflakkee;
2017;Oostflakkee;
2018;Oostflakkee;
2019;Oostflakkee;
2020;Oostflakkee;
2021;Oostflakkee;
2022;Oostflakkee;
2023;Oostflakkee;
2024;Oostflakkee;
1995;Ooststellingwerf;81754
1996;Ooststellingwerf;78464
1997;Ooststellingwerf;89536
1998;Ooststellingwerf;107322
1999;Ooststellingwerf;123697
2000;Ooststellingwerf;145116
2001;Ooststellingwerf;154782
2002;Ooststellingwerf;186095
2003;Ooststellingwerf;183625
2004;Ooststellingwerf;176095
2005;Ooststellingwerf;197902
2006;Ooststellingwerf;200340
2007;Ooststellingwerf;215151
2008;Ooststellingwerf;211302
2009;Ooststellingwerf;196851
2010;Ooststellingwerf;206084
2011;Ooststellingwerf;198301
2012;Ooststellingwerf;180648
2013;Ooststellingwerf;165862
2014;Ooststellingwerf;177020
2015;Ooststellingwerf;176872
2016;Ooststellingwerf;190128
2017;Ooststellingwerf;203943
2018;Ooststellingwerf;212321
2019;Ooststellingwerf;238187
2020;Ooststellingwerf;252997
2021;Ooststellingwerf;319631
2022;Ooststellingwerf;367111
2023;Ooststellingwerf;340529
2024;Ooststellingwerf;362830
1995;Oostzaan;105669
1996;Oostzaan;124285
1997;Oostzaan;146303
1998;Oostzaan;105984
1999;Oostzaan;174302
2000;Oostzaan;207713
2001;Oostzaan;238739
2002;Oostzaan;257783
2003;Oostzaan;239872
2004;Oostzaan;313467
2005;Oostzaan;302975
2006;Oostzaan;300773
2007;Oostzaan;355618
2008;Oostzaan;354926
2009;Oostzaan;264812
2010;Oostzaan;323186
2011;Oostzaan;317022
2012;Oostzaan;271313
2013;Oostzaan;277527
2014;Oostzaan;259543
2015;Oostzaan;275628
2016;Oostzaan;306680
2017;Oostzaan;356080
2018;Oostzaan;394503
2019;Oostzaan;429343
2020;Oostzaan;478648
2021;Oostzaan;482845
2022;Oostzaan;576485
2023;Oostzaan;512640
2024;Oostzaan;549966
1995;Ootmarsum;123478
1996;Ootmarsum;113989
1997;Ootmarsum;116119
1998;Ootmarsum;134936
1999;Ootmarsum;175642
2000;Ootmarsum;204437
2001;Ootmarsum;
2002;Ootmarsum;
2003;Ootmarsum;
2004;Ootmarsum;
2005;Ootmarsum;
2006;Ootmarsum;
2007;Ootmarsum;
2008;Ootmarsum;
2009;Ootmarsum;
2010;Ootmarsum;
2011;Ootmarsum;
2012;Ootmarsum;
2013;Ootmarsum;
2014;Ootmarsum;
2015;Ootmarsum;
2016;Ootmarsum;
2017;Ootmarsum;
2018;Ootmarsum;
2019;Ootmarsum;
2020;Ootmarsum;
2021;Ootmarsum;
2022;Ootmarsum;
2023;Ootmarsum;
2024;Ootmarsum;
1995;Openbaar Lichaam Z.IJ.P.;
1996;Openbaar Lichaam Z.IJ.P.;
1997;Openbaar Lichaam Z.IJ.P.;
1998;Openbaar Lichaam Z.IJ.P.;
1999;Openbaar Lichaam Z.IJ.P.;
2000;Openbaar Lichaam Z.IJ.P.;
2001;Openbaar Lichaam Z.IJ.P.;
2002;Openbaar Lichaam Z.IJ.P.;
2003;Openbaar Lichaam Z.IJ.P.;
2004;Openbaar Lichaam Z.IJ.P.;
2005;Openbaar Lichaam Z.IJ.P.;
