"Perioden";"Regio's";"Bevolking/Bevolkingssamenstelling op 1 januari/Bevolkingsdichtheid (aantal inwoners per km²)"
"2005";"Voorst";"     191"
"2006";"Voorst";"     191"
"2007";"Voorst";"     191"
"2008";"Voorst";"     192"
"2009";"Voorst";"     193"
"2010";"Voorst";"     193"
"2011";"Voorst";"     193"
"2012";"Voorst";"     193"
"2013";"Voorst";"     193"
"2014";"Voorst";"     193"
"2015";"Voorst";"     194"
"2016";"Voorst";"     195"
"2017";"Voorst";"     197"
"2018";"Voorst";"     198"
"2019";"Voorst";"     199"
"2020";"Voorst";"     200"
"2021";"Voorst";"     202"
"2022";"Voorst";"     203"
"2023";"Voorst";"     205"
"2024";"Voorst";"     206"
"2025";"Voorst";""
"1995";"Vorden";"     124"
"1996";"Vorden";"     125"
"1997";"Vorden";"     126"
"1998";"Vorden";"     125"
"1999";"Vorden";"     124"
"2000";"Vorden";"     126"
"2001";"Vorden";"     126"
"2002";"Vorden";"     127"
"2003";"Vorden";"     126"
"2004";"Vorden";"     125"
"2005";"Vorden";""
"2006";"Vorden";""
"2007";"Vorden";""
"2008";"Vorden";""
"2009";"Vorden";""
"2010";"Vorden";""
"2011";"Vorden";""
"2012";"Vorden";""
"2013";"Vorden";""
"2014";"Vorden";""
"2015";"Vorden";""
"2016";"Vorden";""
"2017";"Vorden";""
"2018";"Vorden";""
"2019";"Vorden";""
"2020";"Vorden";""
"2021";"Vorden";""
"2022";"Vorden";""
"2023";"Vorden";""
"2024";"Vorden";""
"2025";"Vorden";""
"1995";"Vries";"      90"
"1996";"Vries";"      90"
"1997";"Vries";"      91"
"1998";"Vries";""
"1999";"Vries";""
"2000";"Vries";""
"2001";"Vries";""
"2002";"Vries";""
"2003";"Vries";""
"2004";"Vries";""
"2005";"Vries";""
"2006";"Vries";""
"2007";"Vries";""
"2008";"Vries";""
"2009";"Vries";""
"2010";"Vries";""
"2011";"Vries";""
"2012";"Vries";""
"2013";"Vries";""
"2014";"Vries";""
"2015";"Vries";""
"2016";"Vries";""
"2017";"Vries";""
"2018";"Vries";""
"2019";"Vries";""
"2020";"Vries";""
"2021";"Vries";""
"2022";"Vries";""
"2023";"Vries";""
"2024";"Vries";""
"2025";"Vries";""
"1995";"Vriezenveen";"     263"
"1996";"Vriezenveen";"     264"
"1997";"Vriezenveen";"     270"
"1998";"Vriezenveen";"     270"
"1999";"Vriezenveen";"     271"
"2000";"Vriezenveen";"     273"
"2001";"Vriezenveen";"     312"
"2002";"Vriezenveen";"     312"
"2003";"Vriezenveen";""
"2004";"Vriezenveen";""
"2005";"Vriezenveen";""
"2006";"Vriezenveen";""
"2007";"Vriezenveen";""
"2008";"Vriezenveen";""
"2009";"Vriezenveen";""
"2010";"Vriezenveen";""
"2011";"Vriezenveen";""
"2012";"Vriezenveen";""
"2013";"Vriezenveen";""
"2014";"Vriezenveen";""
"2015";"Vriezenveen";""
"2016";"Vriezenveen";""
"2017";"Vriezenveen";""
"2018";"Vriezenveen";""
"2019";"Vriezenveen";""
"2020";"Vriezenveen";""
"2021";"Vriezenveen";""
"2022";"Vriezenveen";""
"2023";"Vriezenveen";""
"2024";"Vriezenveen";""
"2025";"Vriezenveen";""
"1995";"Vught";"     663"
"1996";"Vught";"     735"
"1997";"Vught";"     747"
"1998";"Vught";"     746"
"1999";"Vught";"     748"
"2000";"Vught";"     755"
"2001";"Vught";"     759"
"2002";"Vught";"     763"
"2003";"Vught";"     754"
"2004";"Vught";"     751"
"2005";"Vught";"     753"
"2006";"Vught";"     753"
"2007";"Vught";"     753"
"2008";"Vught";"     756"
"2009";"Vught";"     755"
"2010";"Vught";"     758"
"2011";"Vught";"     766"
"2012";"Vught";"     770"
"2013";"Vught";"     763"
"2014";"Vught";"     765"
"2015";"Vught";"     772"
"2016";"Vught";"     775"
"2017";"Vught";"     782"
"2018";"Vught";"     789"
"2019";"Vught";"     782"
"2020";"Vught";"     787"
"2021";"Vught";"     527"
"2022";"Vught";"     530"
"2023";"Vught";"     535"
"2024";"Vught";"     539"
"2025";"Vught";""
"1995";"Waadhoeke";""
"1996";"Waadhoeke";""
"1997";"Waadhoeke";""
"1998";"Waadhoeke";""
"1999";"Waadhoeke";""
"2000";"Waadhoeke";""
"2001";"Waadhoeke";""
"2002";"Waadhoeke";""
"2003";"Waadhoeke";""
"2004";"Waadhoeke";""
"2005";"Waadhoeke";""
"2006";"Waadhoeke";""
"2007";"Waadhoeke";""
"2008";"Waadhoeke";""
"2009";"Waadhoeke";""
"2010";"Waadhoeke";""
"2011";"Waadhoeke";""
"2012";"Waadhoeke";""
"2013";"Waadhoeke";""
"2014";"Waadhoeke";""
"2015";"Waadhoeke";""
"2016";"Waadhoeke";""
"2017";"Waadhoeke";""
"2018";"Waadhoeke";"     161"
"2019";"Waadhoeke";"     162"
"2020";"Waadhoeke";"     162"
"2021";"Waadhoeke";"     162"
"2022";"Waadhoeke";"     162"
"2023";"Waadhoeke";"     164"
"2024";"Waadhoeke";"     164"
"2025";"Waadhoeke";""
"1995";"Waalre";"     728"
"1996";"Waalre";"     734"
"1997";"Waalre";"     709"
"1998";"Waalre";"     716"
"1999";"Waalre";"     722"
"2000";"Waalre";"     725"
"2001";"Waalre";"     726"
"2002";"Waalre";"     722"
"2003";"Waalre";"     728"
"2004";"Waalre";"     735"
"2005";"Waalre";"     734"
"2006";"Waalre";"     735"
"2007";"Waalre";"     737"
"2008";"Waalre";"     744"
"2009";"Waalre";"     737"
"2010";"Waalre";"     737"
"2011";"Waalre";"     736"
"2012";"Waalre";"     737"
"2013";"Waalre";"     747"
"2014";"Waalre";"     749"
"2015";"Waalre";"     754"
"2016";"Waalre";"     760"
"2017";"Waalre";"     755"
"2018";"Waalre";"     763"
"2019";"Waalre";"     770"
"2020";"Waalre";"     780"
"2021";"Waalre";"     784"
"2022";"Waalre";"     787"
"2023";"Waalre";"     803"
"2024";"Waalre";"     804"
"2025";"Waalre";""
"1995";"Waalwijk";"    1318"
"1996";"Waalwijk";"    1318"
"1997";"Waalwijk";"     686"
"1998";"Waalwijk";"     691"
"1999";"Waalwijk";"     697"
"2000";"Waalwijk";"     699"
"2001";"Waalwijk";"     699"
"2002";"Waalwijk";"     701"
"2003";"Waalwijk";"     704"
"2004";"Waalwijk";"     705"
"2005";"Waalwijk";"     707"
"2006";"Waalwijk";"     707"
"2007";"Waalwijk";"     706"
"2008";"Waalwijk";"     705"
"2009";"Waalwijk";"     707"
"2010";"Waalwijk";"     707"
"2011";"Waalwijk";"     715"
"2012";"Waalwijk";"     719"
"2013";"Waalwijk";"     719"
"2014";"Waalwijk";"     720"
"2015";"Waalwijk";"     723"
"2016";"Waalwijk";"     728"
"2017";"Waalwijk";"     734"
"2018";"Waalwijk";"     739"
"2019";"Waalwijk";"     747"
"2020";"Waalwijk";"     753"
"2021";"Waalwijk";"     756"
"2022";"Waalwijk";"     765"
"2023";"Waalwijk";"     774"
"2024";"Waalwijk";"     779"
"2025";"Waalwijk";""
"1995";"Waddinxveen";"     930"
"1996";"Waddinxveen";"     928"
"1997";"Waddinxveen";"     937"
"1998";"Waddinxveen";"     957"
"1999";"Waddinxveen";"     961"
"2000";"Waddinxveen";"     955"
"2001";"Waddinxveen";"     962"
"2002";"Waddinxveen";"     964"
"2003";"Waddinxveen";"     962"
"2004";"Waddinxveen";"     944"
"2005";"Waddinxveen";"     941"
"2006";"Waddinxveen";"     933"
"2007";"Waddinxveen";"     927"
"2008";"Waddinxveen";"     918"
"2009";"Waddinxveen";"     912"
"2010";"Waddinxveen";"     911"
"2011";"Waddinxveen";"     908"
"2012";"Waddinxveen";"     906"
"2013";"Waddinxveen";"     901"
"2014";"Waddinxveen";"     912"
"2015";"Waddinxveen";"     917"
"2016";"Waddinxveen";"     933"
"2017";"Waddinxveen";"     949"
"2018";"Waddinxveen";"     993"
"2019";"Waddinxveen";"    1019"
"2020";"Waddinxveen";"    1055"
"2021";"Waddinxveen";"    1097"
"2022";"Waddinxveen";"    1129"
"2023";"Waddinxveen";"    1175"
"2024";"Waddinxveen";"    1225"
"2025";"Waddinxveen";""
"1995";"Wageningen";"    1064"
"1996";"Wageningen";"    1068"
"1997";"Wageningen";"    1077"
"1998";"Wageningen";"    1071"
"1999";"Wageningen";"    1087"
"2000";"Wageningen";"    1091"
"2001";"Wageningen";"    1103"
"2002";"Wageningen";"    1109"
"2003";"Wageningen";"    1141"
"2004";"Wageningen";"    1151"
"2005";"Wageningen";"    1154"
"2006";"Wageningen";"    1159"
"2007";"Wageningen";"    1171"
"2008";"Wageningen";"    1188"
"2009";"Wageningen";"    1205"
"2010";"Wageningen";"    1227"
"2011";"Wageningen";"    1202"
"2012";"Wageningen";"    1215"
"2013";"Wageningen";"    1228"
"2014";"Wageningen";"    1228"
"2015";"Wageningen";"    1240"
"2016";"Wageningen";"    1244"
"2017";"Wageningen";"    1264"
"2018";"Wageningen";"    1263"
"2019";"Wageningen";"    1275"
"2020";"Wageningen";"    1304"
"2021";"Wageningen";"    1303"
"2022";"Wageningen";"    1313"
"2023";"Wageningen";"    1347"
"2024";"Wageningen";"    1400"
"2025";"Wageningen";""
"1995";"Warmond";"     502"
"1996";"Warmond";"     518"
"1997";"Warmond";"     526"
"1998";"Warmond";"     527"
"1999";"Warmond";"     525"
"2000";"Warmond";"     520"
"2001";"Warmond";"     512"
"2002";"Warmond";"     502"
"2003";"Warmond";"     498"
"2004";"Warmond";"     498"
"2005";"Warmond";"     490"
"2006";"Warmond";""
"2007";"Warmond";""
"2008";"Warmond";""
"2009";"Warmond";""
"2010";"Warmond";""
"2011";"Warmond";""
"2012";"Warmond";""
"2013";"Warmond";""
"2014";"Warmond";""
"2015";"Warmond";""
"2016";"Warmond";""
"2017";"Warmond";""
"2018";"Warmond";""
"2019";"Warmond";""
"2020";"Warmond";""
"2021";"Warmond";""
"2022";"Warmond";""
"2023";"Warmond";""
"2024";"Warmond";""
"2025";"Warmond";""
"1995";"Warnsveld";"     545"
"1996";"Warnsveld";"     543"
"1997";"Warnsveld";"     544"
"1998";"Warnsveld";"     539"
"1999";"Warnsveld";"     537"
"2000";"Warnsveld";"     532"
"2001";"Warnsveld";"     544"
"2002";"Warnsveld";"     543"
"2003";"Warnsveld";"     537"
"2004";"Warnsveld";"     548"
"2005";"Warnsveld";""
"2006";"Warnsveld";""
"2007";"Warnsveld";""
"2008";"Warnsveld";""
"2009";"Warnsveld";""
"2010";"Warnsveld";""
"2011";"Warnsveld";""
"2012";"Warnsveld";""
"2013";"Warnsveld";""
"2014";"Warnsveld";""
"2015";"Warnsveld";""
"2016";"Warnsveld";""
"2017";"Warnsveld";""
"2018";"Warnsveld";""
"2019";"Warnsveld";""
"2020";"Warnsveld";""
"2021";"Warnsveld";""
"2022";"Warnsveld";""
"2023";"Warnsveld";""
"2024";"Warnsveld";""
"2025";"Warnsveld";""
"1995";"Waspik";"     279"
"1996";"Waspik";"     281"
"1997";"Waspik";""
"1998";"Waspik";""
"1999";"Waspik";""
"2000";"Waspik";""
"2001";"Waspik";""
"2002";"Waspik";""
"2003";"Waspik";""
"2004";"Waspik";""
"2005";"Waspik";""
"2006";"Waspik";""
"2007";"Waspik";""
"2008";"Waspik";""
"2009";"Waspik";""
"2010";"Waspik";""
"2011";"Waspik";""
"2012";"Waspik";""
"2013";"Waspik";""
"2014";"Waspik";""
"2015";"Waspik";""
"2016";"Waspik";""
"2017";"Waspik";""
"2018";"Waspik";""
"2019";"Waspik";""
"2020";"Waspik";""
"2021";"Waspik";""
"2022";"Waspik";""
"2023";"Waspik";""
"2024";"Waspik";""
"2025";"Waspik";""
"1995";"Wassenaar";"     509"
"1996";"Wassenaar";"     508"
"1997";"Wassenaar";"     516"
"1998";"Wassenaar";"     515"
"1999";"Wassenaar";"     513"
"2000";"Wassenaar";"     512"
"2001";"Wassenaar";"     512"
"2002";"Wassenaar";"     508"
"2003";"Wassenaar";"     505"
"2004";"Wassenaar";"     502"
"2005";"Wassenaar";"     503"
"2006";"Wassenaar";"     501"
"2007";"Wassenaar";"     501"
"2008";"Wassenaar";"     504"
"2009";"Wassenaar";"     508"
"2010";"Wassenaar";"     507"
"2011";"Wassenaar";"     507"
"2012";"Wassenaar";"     506"
"2013";"Wassenaar";"     504"
"2014";"Wassenaar";"     504"
"2015";"Wassenaar";"     505"
"2016";"Wassenaar";"     506"
"2017";"Wassenaar";"     509"
"2018";"Wassenaar";"     510"
"2019";"Wassenaar";"     513"
"2020";"Wassenaar";"     515"
"2021";"Wassenaar";"     527"
"2022";"Wassenaar";"     530"
"2023";"Wassenaar";"     529"
"2024";"Wassenaar";"     530"
"2025";"Wassenaar";""
"1995";"Wateringen";"    1694"
"1996";"Wateringen";"    1701"
"1997";"Wateringen";"    1713"
"1998";"Wateringen";"    1708"
"1999";"Wateringen";"    1708"
"2000";"Wateringen";"    1718"
"2001";"Wateringen";"    1762"
"2002";"Wateringen";"    1800"
"2003";"Wateringen";"    1841"
"2004";"Wateringen";""
"2005";"Wateringen";""
"2006";"Wateringen";""
"2007";"Wateringen";""
"2008";"Wateringen";""
"2009";"Wateringen";""
"2010";"Wateringen";""
"2011";"Wateringen";""
"2012";"Wateringen";""
"2013";"Wateringen";""
"2014";"Wateringen";""
"2015";"Wateringen";""
"2016";"Wateringen";""
"2017";"Wateringen";""
"2018";"Wateringen";""
"2019";"Wateringen";""
"2020";"Wateringen";""
"2021";"Wateringen";""
"2022";"Wateringen";""
"2023";"Wateringen";""
"2024";"Wateringen";""
"2025";"Wateringen";""
"1995";"Waterland";"     343"
"1996";"Waterland";"     342"
"1997";"Waterland";"     342"
"1998";"Waterland";"     338"
"1999";"Waterland";"     334"
"2000";"Waterland";"     333"
"2001";"Waterland";"     330"
"2002";"Waterland";"     329"
"2003";"Waterland";"     329"
"2004";"Waterland";"     331"
"2005";"Waterland";"     333"
"2006";"Waterland";"     331"
"2007";"Waterland";"     330"
"2008";"Waterland";"     327"
"2009";"Waterland";"     325"
"2010";"Waterland";"     327"
"2011";"Waterland";"     329"
"2012";"Waterland";"     326"
"2013";"Waterland";"     328"
"2014";"Waterland";"     329"
"2015";"Waterland";"     329"
"2016";"Waterland";"     332"
"2017";"Waterland";"     332"
"2018";"Waterland";"     331"
"2019";"Waterland";"     332"
"2020";"Waterland";"     334"
"2021";"Waterland";"     332"
"2022";"Waterland";"     334"
"2023";"Waterland";"     339"
"2024";"Waterland";"     337"
"2025";"Waterland";""
"1995";"Weerselo";"      99"
"1996";"Weerselo";"     100"
"1997";"Weerselo";"     101"
"1998";"Weerselo";"     101"
"1999";"Weerselo";"     101"
"2000";"Weerselo";"     101"
"2001";"Weerselo";""
"2002";"Weerselo";""
"2003";"Weerselo";""
"2004";"Weerselo";""
"2005";"Weerselo";""
"2006";"Weerselo";""
"2007";"Weerselo";""
"2008";"Weerselo";""
"2009";"Weerselo";""
"2010";"Weerselo";""
"2011";"Weerselo";""
"2012";"Weerselo";""
"2013";"Weerselo";""
"2014";"Weerselo";""
"2015";"Weerselo";""
"2016";"Weerselo";""
"2017";"Weerselo";""
"2018";"Weerselo";""
"2019";"Weerselo";""
"2020";"Weerselo";""
"2021";"Weerselo";""
"2022";"Weerselo";""
"2023";"Weerselo";""
"2024";"Weerselo";""
"2025";"Weerselo";""
"1995";"Weert";"     449"
"1996";"Weert";"     453"
"1997";"Weert";"     457"
"1998";"Weert";"     454"
"1999";"Weert";"     456"
"2000";"Weert";"     458"
"2001";"Weert";"     460"
"2002";"Weert";"     463"
"2003";"Weert";"     466"
"2004";"Weert";"     466"
"2005";"Weert";"     465"
"2006";"Weert";"     465"
"2007";"Weert";"     464"
"2008";"Weert";"     462"
"2009";"Weert";"     463"
"2010";"Weert";"     464"
"2011";"Weert";"     465"
"2012";"Weert";"     466"
"2013";"Weert";"     465"
"2014";"Weert";"     466"
"2015";"Weert";"     468"
"2016";"Weert";"     470"
"2017";"Weert";"     475"
"2018";"Weert";"     478"
"2019";"Weert";"     478"
"2020";"Weert";"     480"
"2021";"Weert";"     479"
"2022";"Weert";"     483"
"2023";"Weert";"     488"
"2024";"Weert";"     490"
"2025";"Weert";""
"1995";"Weesp";"     872"
"1996";"Weesp";"     873"
"1997";"Weesp";"     870"
"1998";"Weesp";"     869"
"1999";"Weesp";"     880"
"2000";"Weesp";"     875"
"2001";"Weesp";"     874"
"2002";"Weesp";"     867"
"2003";"Weesp";"     869"
"2004";"Weesp";"     867"
"2005";"Weesp";"     859"
"2006";"Weesp";"     853"
"2007";"Weesp";"     854"
"2008";"Weesp";"     855"
"2009";"Weesp";"     856"
"2010";"Weesp";"     859"
"2011";"Weesp";"     877"
"2012";"Weesp";"     879"
"2013";"Weesp";"     885"
"2014";"Weesp";"     886"
"2015";"Weesp";"     895"
"2016";"Weesp";"     815"
"2017";"Weesp";"     822"
"2018";"Weesp";"     840"
"2019";"Weesp";"     848"
"2020";"Weesp";"     866"
"2021";"Weesp";"     897"
"2022";"Weesp";"     914"
"2023";"Weesp";""
"2024";"Weesp";""
"2025";"Weesp";""
"1995";"Wehl";"     285"
"1996";"Wehl";"     286"
"1997";"Wehl";"     286"
"1998";"Wehl";"     284"
"1999";"Wehl";"     285"
"2000";"Wehl";"     284"
"2001";"Wehl";"     285"
"2002";"Wehl";"     286"
"2003";"Wehl";"     287"
"2004";"Wehl";"     287"
"2005";"Wehl";""
"2006";"Wehl";""
"2007";"Wehl";""
"2008";"Wehl";""
"2009";"Wehl";""
"2010";"Wehl";""
"2011";"Wehl";""
"2012";"Wehl";""
"2013";"Wehl";""
"2014";"Wehl";""
"2015";"Wehl";""
"2016";"Wehl";""
"2017";"Wehl";""
"2018";"Wehl";""
"2019";"Wehl";""
"2020";"Wehl";""
"2021";"Wehl";""
"2022";"Wehl";""
"2023";"Wehl";""
"2024";"Wehl";""
"2025";"Wehl";""
"1995";"Werkendam";"     274"
"1996";"Werkendam";"     276"
"1997";"Werkendam";"     241"
"1998";"Werkendam";"     242"
"1999";"Werkendam";"     244"
"2000";"Werkendam";"     245"
"2001";"Werkendam";"     246"
"2002";"Werkendam";"     247"
"2003";"Werkendam";"     251"
"2004";"Werkendam";"     251"
"2005";"Werkendam";"     253"
"2006";"Werkendam";"     253"
"2007";"Werkendam";"     253"
"2008";"Werkendam";"     252"
"2009";"Werkendam";"     252"
"2010";"Werkendam";"     252"
"2011";"Werkendam";"     252"
"2012";"Werkendam";"     253"
"2013";"Werkendam";"     253"
"2014";"Werkendam";"     253"
"2015";"Werkendam";"     253"
"2016";"Werkendam";"     260"
"2017";"Werkendam";"     263"
"2018";"Werkendam";"     267"
"2019";"Werkendam";""
"2020";"Werkendam";""
"2021";"Werkendam";""
"2022";"Werkendam";""
"2023";"Werkendam";""
"2024";"Werkendam";""
"2025";"Werkendam";""
"1995";"Wervershoof";"     344"
"1996";"Wervershoof";"     353"
"1997";"Wervershoof";"     352"
"1998";"Wervershoof";"     357"
"1999";"Wervershoof";"     355"
"2000";"Wervershoof";"     361"
"2001";"Wervershoof";"     362"
"2002";"Wervershoof";"     362"
"2003";"Wervershoof";"     361"
"2004";"Wervershoof";"     362"
"2005";"Wervershoof";"     365"
"2006";"Wervershoof";"     365"
"2007";"Wervershoof";"     363"
"2008";"Wervershoof";"     367"
"2009";"Wervershoof";"     372"
"2010";"Wervershoof";"     375"
"2011";"Wervershoof";""
"2012";"Wervershoof";""
"2013";"Wervershoof";""
"2014";"Wervershoof";""
"2015";"Wervershoof";""
"2016";"Wervershoof";""
"2017";"Wervershoof";""
"2018";"Wervershoof";""
"2019";"Wervershoof";""
"2020";"Wervershoof";""
"2021";"Wervershoof";""
"2022";"Wervershoof";""
"2023";"Wervershoof";""
"2024";"Wervershoof";""
"2025";"Wervershoof";""
"1995";"West Betuwe";""
"1996";"West Betuwe";""
"1997";"West Betuwe";""
"1998";"West Betuwe";""
"1999";"West Betuwe";""
"2000";"West Betuwe";""
"2001";"West Betuwe";""
"2002";"West Betuwe";""
"2003";"West Betuwe";""
"2004";"West Betuwe";""
"2005";"West Betuwe";""
"2006";"West Betuwe";""
"2007";"West Betuwe";""
"2008";"West Betuwe";""
"2009";"West Betuwe";""
"2010";"West Betuwe";""
"2011";"West Betuwe";""
"2012";"West Betuwe";""
"2013";"West Betuwe";""
"2014";"West Betuwe";""
"2015";"West Betuwe";""
"2016";"West Betuwe";""
"2017";"West Betuwe";""
"2018";"West Betuwe";""
"2019";"West Betuwe";"     235"
"2020";"West Betuwe";"     237"
"2021";"West Betuwe";"     238"
"2022";"West Betuwe";"     241"
"2023";"West Betuwe";"     244"
"2024";"West Betuwe";"     245"
"2025";"West Betuwe";""
"1995";"West Maas en Waal";"     224"
"1996";"West Maas en Waal";"     226"
"1997";"West Maas en Waal";"     228"
"1998";"West Maas en Waal";"     229"
"1999";"West Maas en Waal";"     229"
"2000";"West Maas en Waal";"     232"
"2001";"West Maas en Waal";"     233"
"2002";"West Maas en Waal";"     233"
"2003";"West Maas en Waal";"     235"
"2004";"West Maas en Waal";"     235"
"2005";"West Maas en Waal";"     236"
"2006";"West Maas en Waal";"     237"
"2007";"West Maas en Waal";"     236"
"2008";"West Maas en Waal";"     237"
"2009";"West Maas en Waal";"     237"
"2010";"West Maas en Waal";"     238"
"2011";"West Maas en Waal";"     236"
"2012";"West Maas en Waal";"     237"
"2013";"West Maas en Waal";"     238"
"2014";"West Maas en Waal";"     238"
"2015";"West Maas en Waal";"     240"
"2016";"West Maas en Waal";"     242"
"2017";"West Maas en Waal";"     244"
"2018";"West Maas en Waal";"     246"
"2019";"West Maas en Waal";"     249"
"2020";"West Maas en Waal";"     252"
"2021";"West Maas en Waal";"     255"
"2022";"West Maas en Waal";"     258"
"2023";"West Maas en Waal";"     263"
"2024";"West Maas en Waal";"     267"
"2025";"West Maas en Waal";""
"1995";"Westerbork";"      59"
"1996";"Westerbork";"      59"
"1997";"Westerbork";"      61"
"1998";"Westerbork";""
"1999";"Westerbork";""
"2000";"Westerbork";""
"2001";"Westerbork";""
"2002";"Westerbork";""
"2003";"Westerbork";""
"2004";"Westerbork";""
"2005";"Westerbork";""
"2006";"Westerbork";""
"2007";"Westerbork";""
"2008";"Westerbork";""
"2009";"Westerbork";""
"2010";"Westerbork";""
"2011";"Westerbork";""
"2012";"Westerbork";""
"2013";"Westerbork";""
"2014";"Westerbork";""
"2015";"Westerbork";""
"2016";"Westerbork";""
"2017";"Westerbork";""
"2018";"Westerbork";""
"2019";"Westerbork";""
