"Perioden";"Regio's";"Inkomen en vermogen/Particuliere huishoudens excl. studenten (x 1 000)";"Inkomen en vermogen/Inkomen van particuliere huishoudens/Gemiddeld besteedbaar inkomen/Particuliere huishoudens excl. studenten (1 000 euro)";"Inkomen en vermogen/Inkomen van particuliere huishoudens/Gemiddeld besteedbaar inkomen/Type: Eenpersoonshuishouden (1 000 euro)";"Inkomen en vermogen/Inkomen van particuliere huishoudens/Gemiddeld besteedbaar inkomen/Type: Eenoudergezin (1 000 euro)";"Inkomen en vermogen/Inkomen van particuliere huishoudens/Gemiddeld besteedbaar inkomen/Type: Paar, zonder kind (1 000 euro)";"Inkomen en vermogen/Inkomen van particuliere huishoudens/Gemiddeld besteedbaar inkomen/Type: Paar, met kind(eren) (1 000 euro)";"Inkomen en vermogen/Inkomen van particuliere huishoudens/Gemiddeld besteedbaar inkomen/Bron: Inkomen als werknemer (1 000 euro)";"Inkomen en vermogen/Inkomen van particuliere huishoudens/Gemiddeld besteedbaar inkomen/Bron: Inkomen als zelfstandige (1 000 euro)";"Inkomen en vermogen/Inkomen van particuliere huishoudens/Gemiddeld besteedbaar inkomen/Bron: Overdrachtsinkomen (1 000 euro)";"Inkomen en vermogen/Inkomen van particuliere huishoudens/Gemiddeld besteedbaar inkomen/Woningbezit: eigen woning (1 000 euro)";"Inkomen en vermogen/Inkomen van particuliere huishoudens/Gemiddeld besteedbaar inkomen/Woningbezit: huurwoning (1 000 euro)";"Inkomen en vermogen/Inkomen van particuliere huishoudens/Gemiddeld gestandaardiseerd inkomen/Particuliere huishoudens excl. studenten (1 000 euro)";"Inkomen en vermogen/Inkomen van particuliere huishoudens/Gemiddeld gestandaardiseerd inkomen/Type: Eenpersoonshuishouden (1 000 euro)";"Inkomen en vermogen/Inkomen van particuliere huishoudens/Gemiddeld gestandaardiseerd inkomen/Type: Eenoudergezin (1 000 euro)";"Inkomen en vermogen/Inkomen van particuliere huishoudens/Gemiddeld gestandaardiseerd inkomen/Type: Paar, zonder kind (1 000 euro)";"Inkomen en vermogen/Inkomen van particuliere huishoudens/Gemiddeld gestandaardiseerd inkomen/Type: Paar, met kind(eren) (1 000 euro)";"Inkomen en vermogen/Inkomen van particuliere huishoudens/Gemiddeld gestandaardiseerd inkomen/Bron: Inkomen als werknemer (1 000 euro)";"Inkomen en vermogen/Inkomen van particuliere huishoudens/Gemiddeld gestandaardiseerd inkomen/Bron: Inkomen als zelfstandige (1 000 euro)";"Inkomen en vermogen/Inkomen van particuliere huishoudens/Gemiddeld gestandaardiseerd inkomen/Bron: Overdrachtsinkomen (1 000 euro)";"Inkomen en vermogen/Inkomen van particuliere huishoudens/Gemiddeld gestandaardiseerd inkomen/Woningbezit: eigen woning (1 000 euro)";"Inkomen en vermogen/Inkomen van particuliere huishoudens/Gemiddeld gestandaardiseerd inkomen/Woningbezit: huurwoning (1 000 euro)";"Inkomen en vermogen/Mediaan vermogen huishoudens/Particuliere huishoudens excl. studenten (1 000 euro)";"Inkomen en vermogen/Mediaan vermogen huishoudens/Type: Eenpersoonshuishouden (1 000 euro)";"Inkomen en vermogen/Mediaan vermogen huishoudens/Type: Eenoudergezin (1 000 euro)";"Inkomen en vermogen/Mediaan vermogen huishoudens/Type: Paar, zonder kind (1 000 euro)";"Inkomen en vermogen/Mediaan vermogen huishoudens/Type: Paar, met kind(eren) (1 000 euro)";"Inkomen en vermogen/Mediaan vermogen huishoudens/Bron: Inkomen als werknemer (1 000 euro)";"Inkomen en vermogen/Mediaan vermogen huishoudens/Bron: Inkomen als zelfstandige (1 000 euro)";"Inkomen en vermogen/Mediaan vermogen huishoudens/Bron: Overdrachtsinkomen (1 000 euro)";"Inkomen en vermogen/Mediaan vermogen huishoudens/Woningbezit: eigen woning (1 000 euro)";"Inkomen en vermogen/Mediaan vermogen huishoudens/Woningbezit: huurwoning (1 000 euro)"
"2012";"Zaanstad";"    64.7";"    35.9";"    21.1";"    29.3";"    38.9";"    51.5";"    41.1";"    49.8";"    25.8";"    45.7";"    24.9";"    25.1";"    21.1";"    20.1";"    28.4";"    27.8";"    27.2";"    31.6";"    20.7";"    30.4";"    19.1";"    11.0";"     4.9";"     1.8";"    37.5";"    14.6";"     4.9";"    62.5";"    16.6";"    77.5";"     2.5"
"2013";"Zaanstad";"    65.7";"    35.9";"    21.2";"    29.3";"    39.0";"    52.0";"    41.8";"    47.8";"    25.5";"    45.9";"    24.6";"    25.1";"    21.2";"    20.1";"    28.5";"    28.0";"    27.8";"    30.4";"    20.5";"    30.6";"    19.0";"     6.4";"     3.0";"     1.1";"    31.5";"     5.4";"     1.7";"    48.6";"    12.3";"    58.7";"     1.8"
"2014";"Zaanstad";"    66.3";"    37.5";"    22.2";"    30.3";"    40.7";"    54.7";"    43.0";"    54.3";"    26.8";"    48.2";"    25.2";"    26.2";"    22.2";"    20.8";"    29.7";"    29.5";"    28.6";"    34.7";"    21.5";"    32.1";"    19.5";"     6.4";"     3.0";"     1.0";"    31.8";"     6.1";"     2.0";"    47.8";"    11.3";"    58.7";"     1.6"
"2015";"Zaanstad";"    66.7";"    37.6";"    22.3";"    31.2";"    40.6";"    54.9";"    44.2";"    50.1";"    26.4";"    48.1";"    25.6";"    26.3";"    22.3";"    21.3";"    29.7";"    29.6";"    29.3";"    32.1";"    21.2";"    32.1";"    19.8";"     9.3";"     4.6";"     1.4";"    37.5";"     8.8";"     3.9";"    52.8";"    14.0";"    65.9";"     2.1"
"2016";"Zaanstad";"    67.3";"    39.1";"    22.9";"    32.6";"    42.1";"    57.7";"    45.8";"    54.0";"    27.0";"    50.2";"    26.1";"    27.3";"    22.9";"    22.3";"    30.8";"    31.1";"    30.3";"    34.6";"    21.8";"    33.4";"    20.2";"    11.3";"     5.2";"     1.6";"    43.1";"    15.7";"     6.7";"    59.3";"    13.9";"    76.8";"     1.9"
"2017";"Zaanstad";"    68.2";"    40.1";"    23.3";"    33.5";"    43.4";"    59.4";"    46.6";"    56.0";"    28.0";"    51.6";"    26.6";"    28.0";"    23.3";"    22.9";"    31.8";"    32.0";"    30.9";"    35.8";"    22.6";"    34.4";"    20.6";"    17.2";"     6.7";"     2.3";"    53.9";"    30.5";"    15.0";"    71.8";"    15.3";"    94.2";"     2.1"
"2018";"Zaanstad";"    68.8";"    41.0";"    23.8";"    34.7";"    44.1";"    61.1";"    47.7";"    57.5";"    27.9";"    52.7";"    27.2";"    28.3";"    23.8";"    23.4";"    31.6";"    32.4";"    31.2";"    36.3";"    22.4";"    34.6";"    20.8";"    27.4";"     8.9";"     3.4";"    72.5";"    56.4";"    29.7";"    88.9";"    17.4";"   121.5";"     2.1"
"2019";"Zaanstad";"    69.1";"    43.4";"    25.0";"    36.8";"    46.9";"    65.0";"    49.7";"    62.8";"    29.7";"    56.0";"    28.5";"    29.9";"    25.0";"    24.8";"    33.6";"    34.4";"    32.5";"    39.8";"    23.8";"    36.8";"    21.8";"    42.9";"    10.7";"     4.6";"   100.4";"    86.8";"    50.7";"   114.3";"    20.2";"   154.7";"     2.1"
"2020";"Zaanstad";"    69.5";"    44.6";"    25.8";"    38.2";"    47.7";"    67.1";"    51.9";"    64.0";"    30.0";"    57.4";"    29.6";"    30.7";"    25.8";"    25.7";"    34.0";"    35.5";"    33.9";"    40.4";"    24.0";"    37.6";"    22.6";"    58.4";"    12.0";"     5.7";"   127.0";"   114.9";"    72.2";"   146.2";"    22.1";"   187.8";"     2.4"
"2021";"Zaanstad";"    69.7";"    46.8";"    26.8";"    40.0";"    50.4";"    70.8";"    54.7";"    65.6";"    31.1";"    60.3";"    30.8";"    32.2";"    26.9";"    26.9";"    36.1";"    37.4";"    35.7";"    41.8";"    24.9";"    39.6";"    23.5";"    81.9";"    14.5";"     8.5";"   163.3";"   156.1";"   101.9";"   166.9";"    26.2";"   230.9";"     3.3"
"2022";"Zaanstad";"    70.0";"    49.6";"    28.8";"    42.9";"    52.6";"    75.7";"    57.7";"    68.0";"    32.7";"    63.7";"    33.0";"    34.3";"    28.8";"    28.8";"    37.7";"    40.1";"    37.8";"    43.7";"    26.4";"    41.9";"    25.2";"   124.2";"    16.9";"    10.7";"   229.7";"   231.5";"   154.4";"   207.4";"    31.7";"   309.9";"     3.4"
"2023";"Zaanstad";"    71.1";"    53.5";"    30.7";"    47.7";"    56.8";"    82.2";"    61.9";"       .";"    35.8";"    68.9";"    35.8";"    36.9";"    30.7";"    31.9";"    40.6";"    43.5";"    40.6";"       .";"    28.9";"    45.2";"    27.4";"   116.4";"    15.8";"    11.1";"   232.8";"   235.5";"   148.3";"   204.8";"    33.5";"   318.3";"     3.6"
"2024";"Zaanstad";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2025";"Zaanstad";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1995";"Zaltbommel";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1996";"Zaltbommel";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1997";"Zaltbommel";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1998";"Zaltbommel";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1999";"Zaltbommel";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2000";"Zaltbommel";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2001";"Zaltbommel";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2002";"Zaltbommel";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2003";"Zaltbommel";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2004";"Zaltbommel";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2005";"Zaltbommel";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2006";"Zaltbommel";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2007";"Zaltbommel";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2008";"Zaltbommel";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2009";"Zaltbommel";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2010";"Zaltbommel";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2011";"Zaltbommel";"    10.1";"    41.7";"    23.8";"    33.4";"    40.1";"    55.3";"    45.1";"    60.9";"    29.0";"    48.9";"    25.7";"    27.4";"    23.8";"    22.8";"    29.3";"    28.8";"    28.2";"    35.8";"    23.0";"    31.1";"    19.2";"   122.0";"    32.1";"    29.2";"   168.5";"   149.7";"    94.9";"   233.5";"   146.9";"   213.8";"     7.4"
"2012";"Zaltbommel";"    10.2";"    41.9";"    23.1";"    32.8";"    41.4";"    55.5";"    45.3";"    60.3";"    29.5";"    49.1";"    25.9";"    27.6";"    23.1";"    22.2";"    30.3";"    29.0";"    28.4";"    35.5";"    23.3";"    31.3";"    19.3";"   102.4";"    27.2";"    34.3";"   156.6";"   127.5";"    73.1";"   220.3";"   132.9";"   192.4";"     6.7"
"2013";"Zaltbommel";"    10.4";"    41.5";"    23.2";"    33.0";"    41.5";"    55.1";"    46.3";"    58.3";"    28.0";"    48.9";"    25.4";"    27.5";"    23.2";"    22.6";"    30.3";"    28.8";"    29.1";"    34.3";"    22.5";"    31.4";"    19.1";"    78.0";"    21.8";"    16.9";"   132.0";"    93.4";"    42.5";"   199.9";"   117.3";"   162.2";"     5.1"
"2014";"Zaltbommel";"    10.5";"    44.9";"    25.5";"    33.5";"    44.3";"    60.8";"    47.5";"    71.1";"    31.9";"    53.7";"    26.0";"    29.7";"    25.5";"    22.8";"    32.3";"    31.7";"    29.9";"    42.0";"    25.2";"    34.4";"    19.6";"    71.1";"    20.7";"    16.2";"   132.0";"    86.3";"    35.1";"   182.1";"   118.4";"   157.8";"     4.4"
"2015";"Zaltbommel";"    10.6";"    44.3";"    25.3";"    35.6";"    43.7";"    59.2";"    48.8";"    65.3";"    30.2";"    52.7";"    26.3";"    29.4";"    25.3";"    24.3";"    32.0";"    30.9";"    30.7";"    38.7";"    24.2";"    33.9";"    19.8";"    74.5";"    21.7";"    19.2";"   137.3";"    87.0";"    41.4";"   184.8";"   117.0";"   163.0";"     5.2"
"2016";"Zaltbommel";"    10.7";"    45.6";"    25.2";"    37.0";"    45.0";"    62.4";"    50.3";"    66.6";"    31.0";"    54.2";"    27.3";"    30.2";"    25.2";"    25.1";"    32.9";"    32.6";"    31.6";"    39.6";"    24.8";"    34.8";"    20.5";"    78.9";"    21.2";"    15.9";"   152.6";"    90.9";"    45.2";"   201.7";"   122.8";"   174.8";"     5.4"
"2017";"Zaltbommel";"    10.9";"    46.4";"    25.1";"    38.7";"    45.5";"    64.1";"    51.3";"    69.5";"    30.8";"    55.4";"    27.6";"    30.8";"    25.2";"    26.2";"    33.3";"    33.5";"    32.3";"    41.5";"    24.6";"    35.5";"    20.9";"    90.7";"    23.3";"    22.7";"   162.8";"   104.2";"    56.5";"   206.5";"   132.1";"   187.9";"     5.3"
"2018";"Zaltbommel";"    11.1";"    47.8";"    25.7";"    39.1";"    47.8";"    66.8";"    51.9";"    71.0";"    32.5";"    57.4";"    28.1";"    31.4";"    25.7";"    26.1";"    34.2";"    34.4";"    32.5";"    42.0";"    25.5";"    36.3";"    21.1";"    98.3";"    25.5";"    24.9";"   176.4";"   116.6";"    62.8";"   228.9";"   143.2";"   203.1";"     5.0"
"2019";"Zaltbommel";"    11.5";"    50.3";"    26.1";"    40.6";"    50.0";"    72.5";"    53.1";"    79.3";"    33.9";"    61.3";"    28.4";"    33.0";"    26.2";"    27.2";"    35.8";"    37.4";"    33.5";"    47.4";"    26.4";"    38.8";"    21.6";"   104.7";"    22.3";"    33.4";"   188.9";"   134.8";"    67.5";"   236.4";"   150.2";"   216.4";"     4.5"
"2020";"Zaltbommel";"    11.7";"    51.0";"    26.9";"    43.2";"    50.5";"    73.7";"    55.0";"    77.0";"    34.4";"    62.2";"    29.2";"    33.6";"    26.9";"    29.0";"    36.0";"    37.9";"    34.8";"    45.9";"    26.8";"    39.4";"    22.4";"   115.4";"    23.2";"    39.7";"   206.5";"   149.5";"    79.2";"   261.7";"   164.6";"   232.6";"     4.8"
"2021";"Zaltbommel";"    12.0";"    52.8";"    28.0";"    45.7";"    51.9";"    76.9";"    57.5";"    78.4";"    35.0";"    64.3";"    30.7";"    34.8";"    28.1";"    30.5";"    37.2";"    39.5";"    36.4";"    46.1";"    27.8";"    40.8";"    23.4";"   144.3";"    27.0";"    67.7";"   232.8";"   191.1";"   107.5";"   299.7";"   195.0";"   267.9";"     6.2"
"2022";"Zaltbommel";"    12.2";"    56.1";"    30.5";"    48.5";"    54.9";"    81.2";"    60.6";"    85.5";"    36.7";"    68.2";"    32.6";"    37.1";"    30.6";"    32.3";"    39.3";"    41.7";"    38.4";"    51.0";"    29.4";"    43.4";"    24.9";"   211.0";"    35.9";"   116.5";"   298.9";"   264.9";"   174.7";"   384.6";"   251.2";"   345.6";"     6.7"
"2023";"Zaltbommel";"    12.5";"    61.2";"    32.0";"       .";"    64.7";"    86.8";"    64.4";"       .";"    40.9";"    75.3";"    35.4";"    40.8";"    32.2";"       .";"    46.3";"    44.7";"    41.0";"       .";"    32.6";"    48.1";"    27.2";"   207.3";"    33.0";"    89.5";"   294.2";"   265.5";"   167.8";"   398.5";"   243.4";"   343.0";"     6.6"
"2024";"Zaltbommel";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2025";"Zaltbommel";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1995";"Zandvoort";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1996";"Zandvoort";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1997";"Zandvoort";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1998";"Zandvoort";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1999";"Zandvoort";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2000";"Zandvoort";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2001";"Zandvoort";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2002";"Zandvoort";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2003";"Zandvoort";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2004";"Zandvoort";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2005";"Zandvoort";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2006";"Zandvoort";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2007";"Zandvoort";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2008";"Zandvoort";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2009";"Zandvoort";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2010";"Zandvoort";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2011";"Zandvoort";"     8.1";"    37.7";"    22.5";"    29.2";"    46.7";"    57.7";"    41.1";"    55.3";"    30.1";"    48.9";"    24.0";"    27.6";"    22.5";"    20.3";"    34.2";"    31.4";"    28.4";"    36.5";"    24.7";"    34.6";"    19.0";"    42.0";"    15.5";"     5.3";"   155.1";"    88.7";"    13.5";"   190.9";"    74.5";"   222.1";"     2.8"
"2012";"Zandvoort";"     8.1";"    37.8";"    23.0";"    30.1";"    46.3";"    58.6";"    41.1";"    58.5";"    30.0";"    49.2";"    24.1";"    27.8";"    23.0";"    20.9";"    33.8";"    31.8";"    28.5";"    38.2";"    24.7";"    34.9";"    19.2";"    31.4";"    11.5";"     4.5";"   136.8";"    57.4";"     7.5";"   154.1";"    63.1";"   200.4";"     2.5"
"2013";"Zandvoort";"     8.2";"    38.2";"    22.9";"    29.8";"    48.6";"    58.1";"    43.0";"    52.4";"    30.8";"    49.9";"    24.2";"    28.1";"    22.9";"    20.8";"    35.5";"    31.6";"    29.7";"    34.4";"    25.4";"    35.5";"    19.3";"    21.3";"     7.8";"     3.1";"   111.5";"    28.0";"     3.4";"   127.4";"    47.8";"   168.6";"     1.8"
"2014";"Zandvoort";"     8.1";"    41.4";"    24.2";"    31.7";"    53.8";"    62.6";"    43.6";"    61.9";"    34.6";"    55.2";"    24.8";"    30.4";"    24.3";"    22.0";"    39.4";"    34.1";"    30.1";"    41.7";"    28.0";"    39.3";"    19.8";"    19.9";"     7.1";"     1.7";"   110.1";"    25.5";"     3.3";"   111.4";"    49.4";"   166.7";"     1.4"
"2015";"Zandvoort";"     8.1";"    39.3";"    23.8";"    32.4";"    46.4";"    63.0";"    45.2";"    55.0";"    30.3";"    50.9";"    24.9";"    28.8";"    23.8";"    22.5";"    33.9";"    34.3";"    31.0";"    36.6";"    25.0";"    36.1";"    19.8";"    23.8";"     9.7";"     3.4";"   114.4";"    31.4";"     4.6";"   109.3";"    59.3";"   167.7";"     2.0"
"2016";"Zandvoort";"     8.2";"    41.2";"    24.6";"    33.1";"    48.4";"    67.5";"    47.2";"    63.3";"    30.5";"    53.8";"    25.6";"    30.1";"    24.7";"    22.9";"    35.4";"    36.6";"    32.2";"    41.6";"    25.4";"    37.9";"    20.4";"    25.3";"     9.4";"     3.3";"   129.2";"    33.1";"     6.6";"   123.7";"    61.7";"   179.8";"     2.0"
"2017";"Zandvoort";"     8.3";"    43.2";"    25.3";"    34.5";"    50.4";"    72.9";"    48.4";"    64.8";"    33.4";"    56.8";"    26.2";"    31.4";"    25.4";"    24.0";"    36.8";"    39.5";"    33.1";"    42.4";"    27.2";"    39.9";"    20.8";"    37.3";"    12.5";"     4.0";"   143.9";"    65.6";"    14.4";"   138.3";"    73.6";"   203.8";"     2.0"
"2018";"Zandvoort";"     8.3";"    44.2";"    25.9";"    36.3";"    50.9";"    74.2";"    50.1";"    67.7";"    32.5";"    57.7";"    27.2";"    31.7";"    25.9";"    24.9";"    36.5";"    39.6";"    33.8";"    44.0";"    26.5";"    40.0";"    21.3";"    54.3";"    17.4";"     8.5";"   178.9";"    92.9";"    30.5";"   169.4";"    87.8";"   237.2";"     2.0"
"2019";"Zandvoort";"     8.3";"    50.1";"    28.7";"    39.6";"    60.1";"    84.5";"    52.5";"    96.7";"    34.8";"    66.9";"    28.6";"    35.8";"    28.8";"    26.9";"    43.0";"    44.5";"    35.5";"    62.8";"    28.5";"    46.3";"    22.5";"    83.6";"    21.2";"     9.7";"   214.2";"   143.0";"    51.2";"   216.4";"   111.4";"   284.3";"     2.0"
"2020";"Zandvoort";"     8.4";"    49.4";"    28.0";"    38.9";"    57.1";"    88.3";"    54.1";"    91.4";"    34.3";"    65.6";"    29.0";"    35.2";"    28.0";"    26.7";"    40.8";"    46.6";"    36.8";"    57.6";"    27.9";"    44.9";"    22.8";"   114.0";"    21.5";"    11.0";"   263.4";"   205.6";"    79.8";"   263.7";"   133.6";"   335.8";"     2.3"
"2021";"Zandvoort";"     8.5";"    49.6";"    29.7";"    42.4";"    57.4";"    83.9";"    58.2";"    74.0";"    35.1";"    65.1";"    30.0";"    35.8";"    29.8";"    29.1";"    41.1";"    44.7";"    39.3";"    48.6";"    29.1";"    45.4";"    23.7";"   158.6";"    28.6";"    14.8";"   315.7";"   274.9";"   121.8";"   313.4";"   175.9";"   403.2";"     3.4"
"2022";"Zandvoort";"     8.5";"    52.9";"    31.7";"    46.5";"    58.7";"    92.3";"    62.0";"    76.3";"    37.1";"    69.0";"    32.5";"    38.1";"    31.7";"    31.9";"    42.1";"    49.3";"    41.9";"    50.5";"    30.8";"    47.9";"    25.7";"   228.9";"    37.2";"    18.3";"   400.1";"   398.0";"   181.4";"   382.1";"   260.5";"   512.3";"     3.7"
"2023";"Zandvoort";"     8.7";"    56.4";"    34.6";"       .";"       .";"       .";"    65.3";"       .";"    40.8";"    74.3";"    34.5";"    40.9";"    34.7";"       .";"       .";"       .";"    44.2";"       .";"    34.0";"    52.0";"    27.4";"   210.1";"    32.1";"    18.2";"   388.0";"   374.4";"   149.5";"   391.5";"   239.2";"   499.0";"     4.2"
"2024";"Zandvoort";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2025";"Zandvoort";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1995";"Zederik";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1996";"Zederik";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1997";"Zederik";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1998";"Zederik";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1999";"Zederik";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2000";"Zederik";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2001";"Zederik";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2002";"Zederik";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2003";"Zederik";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2004";"Zederik";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2005";"Zederik";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2006";"Zederik";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2007";"Zederik";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2008";"Zederik";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2009";"Zederik";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2010";"Zederik";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2011";"Zederik";"     5.0";"    43.5";"    21.8";"    38.2";"    40.8";"    58.6";"    47.1";"    65.4";"    27.5";"    50.3";"    27.2";"    28.0";"    21.8";"    25.4";"    29.8";"    30.2";"    28.8";"    38.1";"    21.9";"    31.4";"    19.9";"   167.3";"    57.6";"   117.4";"   211.2";"   193.1";"   118.1";"   301.9";"   213.2";"   255.1";"    15.5"
"2012";"Zederik";"     5.1";"    43.8";"    22.4";"    38.5";"    41.8";"    59.2";"    46.6";"    68.6";"    28.1";"    50.9";"    26.8";"    28.4";"    22.4";"    25.7";"    30.6";"    30.5";"    28.8";"    40.3";"    22.4";"    32.0";"    19.9";"   144.2";"    46.5";"    71.2";"   196.0";"   165.9";"    93.9";"   295.9";"   198.9";"   236.2";"    15.3"
